commission_id,commission_rate,commission_amount,payment_method,payment_date,1,7.1,38298,error: undefined method `first' for nil:NilClass,12/21/2020,4.1,20990,5/14/2020
930.0,5.9,25583.0,Pay Order,9/11/2021,,,,,,,,
931.0,3.4,5446.0,Draft,8/8/2022,,,,,,,,
932.0,5.8,28163.0,Draft,1/18/2022,,,,,,,,
933.0,4.8,21735.0,Draft,9/26/2020,,,,,,,,
934.0,5.8,27750.0,Pay Order,4/19/2020,,,,,,,,
935.0,5.5,6603.0,Pay Order,2/17/2022,,,,,,,,
936.0,2.7,20100.0,Pay Order,5/30/2022,,,,,,,,
937.0,5.6,48311.0,Pay Order,12/13/2022,,,,,,,,
938.0,2.2,18169.0,Draft,7/3/2022,,,,,,,,
939.0,4.4,37912.0,Cheque,12/8/2020,,,,,,,,
940.0,5.2,9236.0,Pay Order,4/18/2019,,,,,,,,
941.0,3.3,30520.0,Cash,9/14/2019,,,,,,,,
942.0,4.6,26704.0,Draft,2/3/2021,,,,,,,,
943.0,,12197.0,Draft,8/9/2020,,,,,,,,
944.0,4.9,20556.0,Pay Order,9/1/2023,,,,,,,,
945.0,3.6,36757.0,Cash,6/22/2021,,,,,,,,
946.0,3.9,1968.0,Pay Order,7/14/2022,,,,,,,,
947.0,2.4,24761.0,EFT,8/3/2023,,,,,,,,
948.0,3.3,38840.0,EFT,11/23/2020,,,,,,,,
949.0,2.9,8887.0,Cheque,1/9/2023,,,,,,,,
950.0,3.3,12381.0,Cash,12/29/2020,,,,,,,,
951.0,4.5,28318.0,Cheque,10/2/2019,,,,,,,,
952.0,5.9,39619.0,Draft,10/14/2020,,,,,,,,
953.0,2.3,5207.0,EFT,5/30/2022,,,,,,,,
954.0,3.2,36070.0,EFT,4/26/2020,,,,,,,,
955.0,3.2,40682.0,Cash,5/1/2019,,,,,,,,
956.0,2.3,8131.0,Pay Order,5/18/2022,,,,,,,,
957.0,5.2,37403.0,EFT,11/17/2022,,,,,,,,
958.0,2.4,14272.0,EFT,4/13/2019,,,,,,,,
959.0,5.3,41715.0,EFT,12/21/2022,,,,,,,,
960.0,4.8,29481.0,Draft,2/12/2021,,,,,,,,
961.0,2.4,11746.0,Cheque,9/24/2019,,,,,,,,
962.0,4.7,41130.0,Pay Order,7/30/2021,,,,,,,,
963.0,4.2,10530.0,EFT,5/16/2023,,,,,,,,
964.0,3.7,21216.0,Draft,1/1/2023,,,,,,,,
965.0,5.8,2227.0,Pay Order,9/16/2022,,,,,,,,
966.0,6.0,48085.0,Cheque,1/23/2021,,,,,,,,
967.0,4.3,6906.0,EFT,5/24/2020,,,,,,,,
968.0,5.6,24360.0,EFT,8/24/2023,,,,,,,,
969.0,2.4,29503.0,Draft,3/6/2019,,,,,,,,
970.0,6.0,39899.0,Cash,8/22/2020,,,,,,,,
971.0,4.8,14164.0,Cash,4/10/2019,,,,,,,,
972.0,3.9,23530.0,EFT,4/2/2023,,,,,,,,
973.0,3.7,2634.0,EFT,6/8/2019,,,,,,,,
974.0,4.7,11779.0,Draft,6/6/2023,,,,,,,,
975.0,4.1,43240.0,Pay Order,1/11/2022,,,,,,,,
976.0,4.4,15092.0,Pay Order,7/24/2021,,,,,,,,
977.0,2.2,2227.0,Cash,8/31/2019,,,,,,,,
978.0,3.5,5723.0,Cash,8/31/2021,,,,,,,,
979.0,4.8,33761.0,EFT,1/10/2020,,,,,,,,
980.0,4.8,10766.0,Cheque,12/29/2019,,,,,,,,
981.0,5.4,44529.0,Draft,11/9/2021,,,,,,,,
982.0,,17100.0,Cheque,11/10/2021,,,,,,,,
983.0,5.8,49346.0,Pay Order,3/4/2022,,,,,,,,
984.0,,12463.0,Draft,12/25/2020,,,,,,,,
985.0,5.5,16703.0,EFT,3/8/2021,,,,,,,,
986.0,3.4,17705.0,Draft,12/26/2021,,,,,,,,
987.0,4.0,18923.0,EFT,1/1/2022,,,,,,,,
988.0,4.7,14917.0,Draft,9/8/2021,,,,,,,,
989.0,2.6,33671.0,EFT,7/30/2019,,,,,,,,
990.0,2.2,25482.0,Draft,9/19/2019,,,,,,,,
991.0,4.2,4915.0,Pay Order,11/20/2022,,,,,,,,
992.0,4.2,36442.0,EFT,6/10/2021,,,,,,,,
993.0,4.7,43941.0,Cash,8/19/2021,,,,,,,,
994.0,5.9,7698.0,Cheque,3/19/2021,,,,,,,,
995.0,4.2,28065.0,EFT,1/29/2020,,,,,,,,
996.0,5.8,10343.0,Cash,4/18/2022,,,,,,,,
997.0,4.5,28478.0,EFT,8/15/2023,,,,,,,,
998.0,3.5,3200.0,Draft,10/3/2020,,,,,,,,
999.0,4.8,24605.0,Cheque,12/15/2021,,,,,,,,
1000.0,2.3,13767.0,EFT,10/1/2021,,,,,,,,
1001.0,2.9,4163.0,EFT,7/1/2024,,,,,,,,
1002.0,5.4,43468.0,Cash,6/8/2024,,,,,,,,
1003.0,5.8,14048.0,Cheque,7/30/2024,,,,,,,,
1004.0,2.2,47153.0,Pay Order,12/20/2024,,,,,,,,
1005.0,5.7,40901.0,Cheque,7/14/2024,,,,,,,,
1006.0,3.1,7604.0,Draft,10/2/2024,,,,,,,,
1007.0,3.2,22328.0,Pay Order,10/25/2024,,,,,,,,
1008.0,4.1,30777.0,Pay Order,2/4/2024,,,,,,,,
1009.0,5.5,8487.0,EFT,8/31/2024,,,,,,,,
1010.0,3.7,8453.0,Cash,7/27/2024,,,,,,,,
1011.0,,27706.0,Draft,11/1/2024,,,,,,,,
1012.0,5.8,3392.0,Cash,2/5/2024,,,,,,,,
1013.0,4.5,30680.0,Draft,1/24/2024,,,,,,,,
1014.0,5.6,6341.0,Cash,6/19/2024,,,,,,,,
1015.0,2.3,29402.0,Pay Order,8/15/2024,,,,,,,,
1016.0,2.2,30028.0,EFT,2/26/2024,,,,,,,,
1017.0,,33446.0,Cash,4/15/2024,,,,,,,,
1018.0,2.5,10058.0,Pay Order,4/23/2024,,,,,,,,
1019.0,2.3,45884.0,Pay Order,1/9/2024,,,,,,,,
1020.0,3.9,33225.0,Draft,10/17/2024,,,,,,,,
1021.0,2.6,9473.0,Cheque,10/22/2024,,,,,,,,
1022.0,3.1,44839.0,Draft,4/10/2024,,,,,,,,
1023.0,5.8,7422.0,Cash,11/15/2024,,,,,,,,
1024.0,2.5,49648.0,Cash,3/25/2024,,,,,,,,
1025.0,5.8,39237.0,Pay Order,4/18/2024,,,,,,,,
1026.0,2.2,33870.0,Cheque,4/26/2024,,,,,,,,
1027.0,,44810.0,Draft,12/4/2024,,,,,,,,
1028.0,4.6,16976.0,Draft,12/20/2024,,,,,,,,
1029.0,3.7,5495.0,Draft,4/26/2024,,,,,,,,
1030.0,4.2,11262.0,EFT,10/14/2024,,,,,,,,
1031.0,4.6,44593.0,EFT,8/24/2024,,,,,,,,
1032.0,4.5,4117.0,Cash,7/5/2024,,,,,,,,
1033.0,4.6,44906.0,Cash,8/28/2024,,,,,,,,
1034.0,4.0,16129.0,Pay Order,8/20/2024,,,,,,,,
1035.0,2.7,15443.0,Cash,6/29/2024,,,,,,,,
1036.0,4.2,35520.0,Cheque,10/29/2024,,,,,,,,
1037.0,,16829.0,EFT,10/9/2024,,,,,,,,
1038.0,2.8,47390.0,Cheque,8/8/2024,,,,,,,,
1039.0,5.3,29405.0,Cash,2/24/2024,,,,,,,,
1040.0,2.2,5818.0,Draft,9/22/2024,,,,,,,,
1041.0,3.4,2513.0,EFT,1/4/2024,,,,,,,,
1042.0,5.7,14847.0,Draft,12/13/2024,,,,,,,,
1043.0,4.6,48559.0,Pay Order,10/3/2024,,,,,,,,
1044.0,4.2,23981.0,Cheque,12/11/2024,,,,,,,,
1045.0,,30799.0,EFT,10/12/2024,,,,,,,,
1046.0,2.9,17977.0,Cheque,6/24/2024,,,,,,,,
1047.0,5.7,45735.0,Cash,2/8/2024,,,,,,,,
1048.0,4.1,15085.0,Cheque,3/24/2024,,,,,,,,
1049.0,5.8,36905.0,Cash,8/16/2024,,,,,,,,
1050.0,3.2,23964.0,Draft,5/13/2024,,,,,,,,
1051.0,3.6,45735.0,Pay Order,3/17/2024,,,,,,,,
1052.0,2.3,29417.0,Pay Order,10/5/2024,,,,,,,,
1053.0,4.8,37837.0,Cheque,9/28/2024,,,,,,,,
1054.0,,30686.0,Draft,7/21/2024,,,,,,,,
1055.0,2.4,43169.0,EFT,6/14/2024,,,,,,,,
1056.0,2.4,9805.0,Cheque,8/8/2024,,,,,,,,
1057.0,4.6,13258.0,Cheque,10/24/2024,,,,,,,,
1058.0,3.5,32223.0,Cash,1/30/2024,,,,,,,,
1059.0,3.1,38840.0,Pay Order,8/31/2024,,,,,,,,
1060.0,3.4,13074.0,Cheque,6/12/2024,,,,,,,,
1061.0,2.4,35875.0,Pay Order,12/11/2024,,,,,,,,
1062.0,,30152.0,EFT,4/30/2024,,,,,,,,
1063.0,3.0,23183.0,EFT,5/23/2024,,,,,,,,
1064.0,2.1,15385.0,Cash,1/3/2024,,,,,,,,
1065.0,5.3,27862.0,Cheque,4/8/2024,,,,,,,,
1066.0,4.6,9948.0,Cheque,2/27/2024,,,,,,,,
1067.0,3.9,39966.0,Cheque,10/18/2024,,,,,,,,
1068.0,2.9,25985.0,EFT,3/9/2024,,,,,,,,
1069.0,4.5,33537.0,Draft,11/14/2024,,,,,,,,
1070.0,3.2,39970.0,Draft,3/13/2024,,,,,,,,
1071.0,,48132.0,EFT,9/29/2024,,,,,,,,
1072.0,5.4,39527.0,Cheque,5/5/2024,,,,,,,,
1073.0,2.9,35046.0,EFT,6/10/2024,,,,,,,,
1074.0,4.0,2914.0,Pay Order,4/6/2024,,,,,,,,
1075.0,3.3,4074.0,Pay Order,10/20/2024,,,,,,,,
1076.0,3.0,45924.0,Draft,4/13/2024,,,,,,,,
1077.0,3.0,12975.0,Cash,8/16/2024,,,,,,,,
1078.0,3.3,22890.0,Draft,5/8/2024,,,,,,,,
1079.0,2.6,26453.0,Draft,3/6/2024,,,,,,,,
1080.0,2.7,8276.0,Cheque,9/14/2024,,,,,,,,
1081.0,5.8,2611.0,Cash,9/18/2024,,,,,,,,
1082.0,4.9,20182.0,Pay Order,7/18/2024,,,,,,,,
1083.0,3.3,46594.0,Pay Order,10/30/2024,,,,,,,,
1084.0,,41688.0,EFT,10/6/2024,,,,,,,,
1085.0,5.5,20075.0,Draft,11/2/2024,,,,,,,,
1086.0,5.2,18977.0,Pay Order,2/4/2024,,,,,,,,
1087.0,5.8,9096.0,Cash,9/23/2024,,,,,,,,
1088.0,4.2,8179.0,Cash,11/2/2024,,,,,,,,
1089.0,3.7,33282.0,Draft,7/19/2024,,,,,,,,
1090.0,4.7,1966.0,Cash,2/27/2024,,,,,,,,
1091.0,3.2,41610.0,Cash,6/26/2024,,,,,,,,
1092.0,4.2,23405.0,Cheque,2/2/2024,,,,,,,,
1093.0,5.8,40082.0,Cheque,6/23/2024,,,,,,,,
1094.0,2.8,47505.0,Cash,6/6/2024,,,,,,,,
1095.0,4.3,48055.0,Cash,3/8/2024,,,,,,,,
1096.0,3.6,8187.0,Cash,9/30/2024,,,,,,,,
1097.0,,10088.0,Cash,9/24/2024,,,,,,,,
1098.0,4.9,8816.0,Pay Order,9/3/2024,,,,,,,,
1099.0,2.0,44903.0,Pay Order,3/15/2024,,,,,,,,
1100.0,2.7,1936.0,Cheque,1/11/2024,,,,,,,,
1101.0,3.8,27027.0,Cheque,1/11/2024,,,,,,,,
1102.0,,43236.0,Draft,5/21/2024,,,,,,,,
1103.0,3.0,13602.0,Draft,9/28/2024,,,,,,,,
1104.0,3.5,10413.0,EFT,10/16/2024,,,,,,,,
1105.0,2.7,15095.0,EFT,5/11/2024,,,,,,,,
1106.0,2.8,24835.0,Pay Order,1/18/2024,,,,,,,,
1107.0,2.9,41048.0,EFT,4/5/2024,,,,,,,,
1108.0,2.8,36911.0,Pay Order,3/11/2024,,,,,,,,
1109.0,,46985.0,EFT,11/9/2024,,,,,,,,
1110.0,5.1,18718.0,Cheque,1/22/2024,,,,,,,,
1111.0,2.7,20300.0,Cheque,1/9/2024,,,,,,,,
1112.0,4.4,33201.0,Draft,4/14/2024,,,,,,,,
1113.0,2.2,28699.0,Draft,8/2/2024,,,,,,,,
1114.0,4.0,10057.0,Draft,7/5/2024,,,,,,,,
1115.0,4.8,20107.0,Cheque,2/19/2024,,,,,,,,
1116.0,,12649.0,Cheque,12/6/2024,,,,,,,,
1117.0,5.1,26747.0,Cash,9/20/2024,,,,,,,,
1118.0,4.2,27350.0,Cash,8/9/2024,,,,,,,,
1119.0,3.0,43305.0,Cheque,1/28/2024,,,,,,,,
1120.0,3.8,49017.0,Cash,1/21/2024,,,,,,,,
1121.0,3.8,10776.0,Pay Order,12/25/2024,,,,,,,,
1122.0,4.7,26101.0,Draft,11/26/2024,,,,,,,,
1123.0,5.0,21747.0,Pay Order,4/22/2024,,,,,,,,
1124.0,5.8,43972.0,Draft,12/25/2024,,,,,,,,
1125.0,3.8,20199.0,Pay Order,7/12/2024,,,,,,,,
1126.0,5.4,14279.0,Cash,8/8/2024,,,,,,,,
1127.0,5.2,17363.0,Cash,8/24/2024,,,,,,,,
1128.0,4.5,37392.0,Cheque,6/4/2024,,,,,,,,
1129.0,5.0,38276.0,EFT,8/31/2024,,,,,,,,
1130.0,3.7,13342.0,Pay Order,8/26/2024,,,,,,,,
1131.0,3.4,22185.0,Cash,4/25/2024,,,,,,,,
1132.0,2.5,30810.0,Cash,1/24/2024,,,,,,,,
1133.0,2.2,32088.0,Cheque,12/27/2024,,,,,,,,
1134.0,5.2,4416.0,Cash,5/10/2024,,,,,,,,
1135.0,3.8,29575.0,Cash,6/16/2024,,,,,,,,
1136.0,4.5,7914.0,EFT,7/20/2024,,,,,,,,
1137.0,,29202.0,Cash,1/23/2024,,,,,,,,
1138.0,2.7,48028.0,EFT,12/27/2024,,,,,,,,
1139.0,4.3,12678.0,Cheque,8/7/2024,,,,,,,,
1140.0,5.8,48960.0,Cheque,12/16/2024,,,,,,,,
1141.0,3.0,33597.0,Draft,12/21/2024,,,,,,,,
1142.0,2.6,31644.0,Pay Order,10/3/2024,,,,,,,,
1143.0,2.7,932.0,Cash,6/3/2024,,,,,,,,
1144.0,5.2,44910.0,Draft,9/21/2024,,,,,,,,
1145.0,5.3,28643.0,EFT,12/13/2024,,,,,,,,
1146.0,3.5,14487.0,Draft,5/22/2024,,,,,,,,
1147.0,6.0,4954.0,EFT,6/13/2024,,,,,,,,
1148.0,3.8,29003.0,Draft,8/11/2024,,,,,,,,
1149.0,3.9,34401.0,Cash,10/25/2024,,,,,,,,
1150.0,4.7,16174.0,Cash,7/7/2024,,,,,,,,
1151.0,3.5,20665.0,Draft,9/22/2024,,,,,,,,
1152.0,5.2,46384.0,Draft,10/1/2024,,,,,,,,
1153.0,5.1,9940.0,Cheque,8/9/2024,,,,,,,,
1154.0,4.0,4493.0,EFT,12/27/2024,,,,,,,,
1155.0,5.8,39668.0,Pay Order,12/11/2024,,,,,,,,
1156.0,5.0,2050.0,EFT,10/2/2024,,,,,,,,
1157.0,3.1,24224.0,Draft,12/5/2024,,,,,,,,
1158.0,3.3,39554.0,EFT,7/13/2024,,,,,,,,
1159.0,4.8,5460.0,Pay Order,12/30/2024,,,,,,,,
1160.0,3.0,25374.0,Draft,9/13/2024,,,,,,,,
1161.0,2.1,20097.0,Cheque,9/5/2024,,,,,,,,
1162.0,,5424.0,Draft,1/3/2024,,,,,,,,
1163.0,4.8,13280.0,EFT,5/28/2024,,,,,,,,
1164.0,2.1,45964.0,Pay Order,3/20/2024,,,,,,,,
1165.0,3.2,35979.0,EFT,2/4/2024,,,,,,,,
1166.0,3.4,20624.0,Draft,2/28/2024,,,,,,,,
1167.0,4.9,21453.0,Draft,4/3/2024,,,,,,,,
1168.0,4.2,42076.0,Draft,12/4/2024,,,,,,,,
1169.0,3.8,30781.0,Cheque,11/21/2024,,,,,,,,
1170.0,2.9,35255.0,Pay Order,7/13/2024,,,,,,,,
1171.0,4.7,9679.0,Pay Order,4/19/2024,,,,,,,,
1172.0,2.9,9502.0,Cheque,7/13/2024,,,,,,,,
1173.0,3.6,24947.0,Cash,1/29/2024,,,,,,,,
1174.0,2.5,42636.0,Cash,9/24/2024,,,,,,,,
1175.0,5.5,40930.0,Draft,2/20/2024,,,,,,,,
1176.0,4.7,11434.0,Cheque,8/3/2024,,,,,,,,
1177.0,2.7,20941.0,Pay Order,7/1/2024,,,,,,,,
1178.0,4.2,14279.0,Pay Order,1/14/2024,,,,,,,,
1179.0,5.4,47295.0,EFT,1/3/2024,,,,,,,,
1180.0,2.5,13222.0,Draft,5/18/2024,,,,,,,,
1181.0,3.1,49717.0,Pay Order,7/19/2024,,,,,,,,
1182.0,3.9,11032.0,Cash,12/18/2024,,,,,,,,
1183.0,4.3,6640.0,EFT,6/21/2024,,,,,,,,
1184.0,2.6,45414.0,Pay Order,10/5/2024,,,,,,,,
1185.0,5.5,10844.0,Cash,2/29/2024,,,,,,,,
1186.0,4.2,41783.0,Cheque,12/28/2024,,,,,,,,
1187.0,4.0,44971.0,Cash,11/23/2024,,,,,,,,
1188.0,3.8,48424.0,EFT,10/9/2024,,,,,,,,
1189.0,3.8,22184.0,Pay Order,7/20/2024,,,,,,,,
1190.0,4.4,5316.0,Cheque,9/29/2024,,,,,,,,
1191.0,5.7,29872.0,Draft,10/29/2024,,,,,,,,
1192.0,4.7,9615.0,Draft,2/2/2024,,,,,,,,
1193.0,2.6,41751.0,Cheque,12/18/2024,,,,,,,,
1194.0,2.8,21493.0,Cheque,10/14/2024,,,,,,,,
1195.0,5.6,29001.0,Draft,4/10/2024,,,,,,,,
1196.0,2.6,31728.0,Draft,8/10/2024,,,,,,,,
1197.0,3.3,46438.0,Cheque,11/17/2024,,,,,,,,
1198.0,4.6,49404.0,Pay Order,9/1/2024,,,,,,,,
1199.0,2.7,40884.0,EFT,6/30/2024,,,,,,,,
1200.0,5.3,42562.0,Pay Order,6/22/2024,,,,,,,,
,,,,,2.0,2.4,21885.0,error: undefined method `first' for nil:NilClass,12/7/2021,,,
,,,,,3.0,1.9,47938.0,error: undefined method `first' for nil:NilClass,2/8/2020,,,
,,,,,4.0,0.4,39576.0,error: undefined method `first' for nil:NilClass,4/7/2019,,,
,,,,,5.0,9.0,47429.0,error: undefined method `first' for nil:NilClass,7/10/2019,,,
,,,,,6.0,2.7,44127.0,error: undefined method `first' for nil:NilClass,8/24/2019,,,
,,,,,7.0,2.4,3691.0,error: undefined method `first' for nil:NilClass,6/25/2019,,,
,,,,,8.0,3.2,49738.0,error: undefined method `first' for nil:NilClass,7/29/2021,,,
,,,,,9.0,2.8,21527.0,error: undefined method `first' for nil:NilClass,8/7/2020,,,
,,,,,10.0,5.5,41653.0,error: undefined method `first' for nil:NilClass,2/24/2019,,,
,,,,,2.0,,,error: undefined method `first' for nil:NilClass,,7.0,23157.0,3/24/2021
,,,,,3.0,,,error: undefined method `first' for nil:NilClass,,4.7,36257.0,4/16/2023
,,,,,4.0,,,error: undefined method `first' for nil:NilClass,,7.1,35493.0,11/2/2020
,,,,,5.0,,,error: undefined method `first' for nil:NilClass,,5.6,5096.0,9/19/2020
,,,,,6.0,,,error: undefined method `first' for nil:NilClass,,5.9,28999.0,4/20/2023
,,,,,7.0,,,error: undefined method `first' for nil:NilClass,,9.6,37119.0,9/4/2020
,,,,,8.0,,,error: undefined method `first' for nil:NilClass,,4.7,14309.0,3/6/2021
,,,,,9.0,,,error: undefined method `first' for nil:NilClass,,0.3,3601.0,12/25/2023
,,,,,10.0,,,error: undefined method `first' for nil:NilClass,,9.4,47480.0,11/16/2021
