DateID,Date,Year,Quarter,Month,Week,Day
1,2022-01-01,2022,1,1,1,1
2,2022-01-02,2022,1,1,1,2
3,2022-01-03,2022,1,1,1,3
4,2022-01-04,2022,1,1,1,4
5,2022-01-05,2022,1,1,1,5
6,2022-01-06,2022,1,1,1,6
7,2022-01-07,2022,1,1,1,7
8,2022-01-08,2022,1,1,2,8
9,2022-01-09,2022,1,1,2,9
10,2022-01-10,2022,1,1,2,10
11,2022-01-11,2022,1,1,2,11
12,2022-01-12,2022,1,1,2,12
13,2022-01-13,2022,1,1,2,13
14,2022-01-14,2022,1,1,2,14
15,2022-01-15,2022,1,1,3,15
16,2022-01-16,2022,1,1,3,16
17,2022-01-17,2022,1,1,3,17
18,2022-01-18,2022,1,1,3,18
19,2022-01-19,2022,1,1,3,19
20,2022-01-20,2022,1,1,3,20
21,2022-01-21,2022,1,1,3,21
22,2022-01-22,2022,1,1,4,22
23,2022-01-23,2022,1,1,4,23
24,2022-01-24,2022,1,1,4,24
25,2022-01-25,2022,1,1,4,25
26,2022-01-26,2022,1,1,4,26
27,2022-01-27,2022,1,1,4,27
28,2022-01-28,2022,1,1,4,28
29,2022-01-29,2022,1,1,5,29
30,2022-01-30,2022,1,1,5,30
31,2022-01-31,2022,1,1,5,31
32,2022-02-01,2022,1,2,5,1
33,2022-02-02,2022,1,2,5,2
34,2022-02-03,2022,1,2,5,3
35,2022-02-04,2022,1,2,5,4
36,2022-02-05,2022,1,2,6,5
37,2022-02-06,2022,1,2,6,6
38,2022-02-07,2022,1,2,6,7
39,2022-02-08,2022,1,2,6,8
40,2022-02-09,2022,1,2,6,9
41,2022-02-10,2022,1,2,6,10
42,2022-02-11,2022,1,2,6,11
43,2022-02-12,2022,1,2,7,12
44,2022-02-13,2022,1,2,7,13
45,2022-02-14,2022,1,2,7,14
46,2022-02-15,2022,1,2,7,15
47,2022-02-16,2022,1,2,7,16
48,2022-02-17,2022,1,2,7,17
49,2022-02-18,2022,1,2,7,18
50,2022-02-19,2022,1,2,8,19
51,2022-02-20,2022,1,2,8,20
52,2022-02-21,2022,1,2,8,21
53,2022-02-22,2022,1,2,8,22
54,2022-02-23,2022,1,2,8,23
55,2022-02-24,2022,1,2,8,24
56,2022-02-25,2022,1,2,8,25
57,2022-02-26,2022,1,2,9,26
58,2022-02-27,2022,1,2,9,27
59,2022-02-28,2022,1,2,9,28
60,2022-03-01,2022,1,3,9,1
61,2022-03-02,2022,1,3,9,2
62,2022-03-03,2022,1,3,9,3
63,2022-03-04,2022,1,3,9,4
64,2022-03-05,2022,1,3,10,5
65,2022-03-06,2022,1,3,10,6
66,2022-03-07,2022,1,3,10,7
67,2022-03-08,2022,1,3,10,8
68,2022-03-09,2022,1,3,10,9
69,2022-03-10,2022,1,3,10,10
70,2022-03-11,2022,1,3,10,11
71,2022-03-12,2022,1,3,11,12
72,2022-03-13,2022,1,3,11,13
73,2022-03-14,2022,1,3,11,14
74,2022-03-15,2022,1,3,11,15
75,2022-03-16,2022,1,3,11,16
76,2022-03-17,2022,1,3,11,17
77,2022-03-18,2022,1,3,11,18
78,2022-03-19,2022,1,3,12,19
79,2022-03-20,2022,1,3,12,20
80,2022-03-21,2022,1,3,12,21
81,2022-03-22,2022,1,3,12,22
82,2022-03-23,2022,1,3,12,23
83,2022-03-24,2022,1,3,12,24
84,2022-03-25,2022,1,3,12,25
85,2022-03-26,2022,1,3,13,26
86,2022-03-27,2022,1,3,13,27
87,2022-03-28,2022,1,3,13,28
88,2022-03-29,2022,1,3,13,29
89,2022-03-30,2022,1,3,13,30
90,2022-03-31,2022,1,3,13,31
91,2022-04-01,2022,2,4,13,1
92,2022-04-02,2022,2,4,14,2
93,2022-04-03,2022,2,4,14,3
94,2022-04-04,2022,2,4,14,4
95,2022-04-05,2022,2,4,14,5
96,2022-04-06,2022,2,4,14,6
97,2022-04-07,2022,2,4,14,7
98,2022-04-08,2022,2,4,14,8
99,2022-04-09,2022,2,4,15,9
100,2022-04-10,2022,2,4,15,10
101,2022-04-11,2022,2,4,15,11
102,2022-04-12,2022,2,4,15,12
103,2022-04-13,2022,2,4,15,13
104,2022-04-14,2022,2,4,15,14
105,2022-04-15,2022,2,4,15,15
106,2022-04-16,2022,2,4,16,16
107,2022-04-17,2022,2,4,16,17
108,2022-04-18,2022,2,4,16,18
109,2022-04-19,2022,2,4,16,19
110,2022-04-20,2022,2,4,16,20
111,2022-04-21,2022,2,4,16,21
112,2022-04-22,2022,2,4,16,22
113,2022-04-23,2022,2,4,17,23
114,2022-04-24,2022,2,4,17,24
115,2022-04-25,2022,2,4,17,25
116,2022-04-26,2022,2,4,17,26
117,2022-04-27,2022,2,4,17,27
118,2022-04-28,2022,2,4,17,28
119,2022-04-29,2022,2,4,17,29
120,2022-04-30,2022,2,4,18,30
121,2022-05-01,2022,2,5,18,1
122,2022-05-02,2022,2,5,18,2
123,2022-05-03,2022,2,5,18,3
124,2022-05-04,2022,2,5,18,4
125,2022-05-05,2022,2,5,18,5
126,2022-05-06,2022,2,5,18,6
127,2022-05-07,2022,2,5,19,7
128,2022-05-08,2022,2,5,19,8
129,2022-05-09,2022,2,5,19,9
130,2022-05-10,2022,2,5,19,10
131,2022-05-11,2022,2,5,19,11
132,2022-05-12,2022,2,5,19,12
133,2022-05-13,2022,2,5,19,13
134,2022-05-14,2022,2,5,20,14
135,2022-05-15,2022,2,5,20,15
136,2022-05-16,2022,2,5,20,16
137,2022-05-17,2022,2,5,20,17
138,2022-05-18,2022,2,5,20,18
139,2022-05-19,2022,2,5,20,19
140,2022-05-20,2022,2,5,20,20
141,2022-05-21,2022,2,5,21,21
142,2022-05-22,2022,2,5,21,22
143,2022-05-23,2022,2,5,21,23
144,2022-05-24,2022,2,5,21,24
145,2022-05-25,2022,2,5,21,25
146,2022-05-26,2022,2,5,21,26
147,2022-05-27,2022,2,5,21,27
148,2022-05-28,2022,2,5,22,28
149,2022-05-29,2022,2,5,22,29
150,2022-05-30,2022,2,5,22,30
151,2022-05-31,2022,2,5,22,31
152,2022-06-01,2022,2,6,22,1
153,2022-06-02,2022,2,6,22,2
154,2022-06-03,2022,2,6,22,3
155,2022-06-04,2022,2,6,23,4
156,2022-06-05,2022,2,6,23,5
157,2022-06-06,2022,2,6,23,6
158,2022-06-07,2022,2,6,23,7
159,2022-06-08,2022,2,6,23,8
160,2022-06-09,2022,2,6,23,9
161,2022-06-10,2022,2,6,23,10
162,2022-06-11,2022,2,6,24,11
163,2022-06-12,2022,2,6,24,12
164,2022-06-13,2022,2,6,24,13
165,2022-06-14,2022,2,6,24,14
166,2022-06-15,2022,2,6,24,15
167,2022-06-16,2022,2,6,24,16
168,2022-06-17,2022,2,6,24,17
169,2022-06-18,2022,2,6,25,18
170,2022-06-19,2022,2,6,25,19
171,2022-06-20,2022,2,6,25,20
172,2022-06-21,2022,2,6,25,21
173,2022-06-22,2022,2,6,25,22
174,2022-06-23,2022,2,6,25,23
175,2022-06-24,2022,2,6,25,24
176,2022-06-25,2022,2,6,26,25
177,2022-06-26,2022,2,6,26,26
178,2022-06-27,2022,2,6,26,27
179,2022-06-28,2022,2,6,26,28
180,2022-06-29,2022,2,6,26,29
181,2022-06-30,2022,2,6,26,30
182,2022-07-01,2022,3,7,26,1
183,2022-07-02,2022,3,7,27,2
184,2022-07-03,2022,3,7,27,3
185,2022-07-04,2022,3,7,27,4
186,2022-07-05,2022,3,7,27,5
187,2022-07-06,2022,3,7,27,6
188,2022-07-07,2022,3,7,27,7
189,2022-07-08,2022,3,7,27,8
190,2022-07-09,2022,3,7,28,9
191,2022-07-10,2022,3,7,28,10
192,2022-07-11,2022,3,7,28,11
193,2022-07-12,2022,3,7,28,12
194,2022-07-13,2022,3,7,28,13
195,2022-07-14,2022,3,7,28,14
196,2022-07-15,2022,3,7,28,15
197,2022-07-16,2022,3,7,29,16
198,2022-07-17,2022,3,7,29,17
199,2022-07-18,2022,3,7,29,18
200,2022-07-19,2022,3,7,29,19
201,2022-07-20,2022,3,7,29,20
202,2022-07-21,2022,3,7,29,21
203,2022-07-22,2022,3,7,29,22
204,2022-07-23,2022,3,7,30,23
205,2022-07-24,2022,3,7,30,24
206,2022-07-25,2022,3,7,30,25
207,2022-07-26,2022,3,7,30,26
208,2022-07-27,2022,3,7,30,27
209,2022-07-28,2022,3,7,30,28
210,2022-07-29,2022,3,7,30,29
211,2022-07-30,2022,3,7,31,30
212,2022-07-31,2022,3,7,31,31
213,2022-08-01,2022,3,8,31,1
214,2022-08-02,2022,3,8,31,2
215,2022-08-03,2022,3,8,31,3
216,2022-08-04,2022,3,8,31,4
217,2022-08-05,2022,3,8,31,5
218,2022-08-06,2022,3,8,32,6
219,2022-08-07,2022,3,8,32,7
220,2022-08-08,2022,3,8,32,8
221,2022-08-09,2022,3,8,32,9
222,2022-08-10,2022,3,8,32,10
223,2022-08-11,2022,3,8,32,11
224,2022-08-12,2022,3,8,32,12
225,2022-08-13,2022,3,8,33,13
226,2022-08-14,2022,3,8,33,14
227,2022-08-15,2022,3,8,33,15
228,2022-08-16,2022,3,8,33,16
229,2022-08-17,2022,3,8,33,17
230,2022-08-18,2022,3,8,33,18
231,2022-08-19,2022,3,8,33,19
232,2022-08-20,2022,3,8,34,20
233,2022-08-21,2022,3,8,34,21
234,2022-08-22,2022,3,8,34,22
235,2022-08-23,2022,3,8,34,23
236,2022-08-24,2022,3,8,34,24
237,2022-08-25,2022,3,8,34,25
238,2022-08-26,2022,3,8,34,26
239,2022-08-27,2022,3,8,35,27
240,2022-08-28,2022,3,8,35,28
241,2022-08-29,2022,3,8,35,29
242,2022-08-30,2022,3,8,35,30
243,2022-08-31,2022,3,8,35,31
244,2022-09-01,2022,3,9,35,1
245,2022-09-02,2022,3,9,35,2
246,2022-09-03,2022,3,9,36,3
247,2022-09-04,2022,3,9,36,4
248,2022-09-05,2022,3,9,36,5
249,2022-09-06,2022,3,9,36,6
250,2022-09-07,2022,3,9,36,7
251,2022-09-08,2022,3,9,36,8
252,2022-09-09,2022,3,9,36,9
253,2022-09-10,2022,3,9,37,10
254,2022-09-11,2022,3,9,37,11
255,2022-09-12,2022,3,9,37,12
256,2022-09-13,2022,3,9,37,13
257,2022-09-14,2022,3,9,37,14
258,2022-09-15,2022,3,9,37,15
259,2022-09-16,2022,3,9,37,16
260,2022-09-17,2022,3,9,38,17
261,2022-09-18,2022,3,9,38,18
262,2022-09-19,2022,3,9,38,19
263,2022-09-20,2022,3,9,38,20
264,2022-09-21,2022,3,9,38,21
265,2022-09-22,2022,3,9,38,22
266,2022-09-23,2022,3,9,38,23
267,2022-09-24,2022,3,9,39,24
268,2022-09-25,2022,3,9,39,25
269,2022-09-26,2022,3,9,39,26
270,2022-09-27,2022,3,9,39,27
271,2022-09-28,2022,3,9,39,28
272,2022-09-29,2022,3,9,39,29
273,2022-09-30,2022,3,9,39,30
274,2022-10-01,2022,4,10,40,1
275,2022-10-02,2022,4,10,40,2
276,2022-10-03,2022,4,10,40,3
277,2022-10-04,2022,4,10,40,4
278,2022-10-05,2022,4,10,40,5
279,2022-10-06,2022,4,10,40,6
280,2022-10-07,2022,4,10,40,7
281,2022-10-08,2022,4,10,41,8
282,2022-10-09,2022,4,10,41,9
283,2022-10-10,2022,4,10,41,10
284,2022-10-11,2022,4,10,41,11
285,2022-10-12,2022,4,10,41,12
286,2022-10-13,2022,4,10,41,13
287,2022-10-14,2022,4,10,41,14
288,2022-10-15,2022,4,10,42,15
289,2022-10-16,2022,4,10,42,16
290,2022-10-17,2022,4,10,42,17
291,2022-10-18,2022,4,10,42,18
292,2022-10-19,2022,4,10,42,19
293,2022-10-20,2022,4,10,42,20
294,2022-10-21,2022,4,10,42,21
295,2022-10-22,2022,4,10,43,22
296,2022-10-23,2022,4,10,43,23
297,2022-10-24,2022,4,10,43,24
298,2022-10-25,2022,4,10,43,25
299,2022-10-26,2022,4,10,43,26
300,2022-10-27,2022,4,10,43,27
301,2022-10-28,2022,4,10,43,28
302,2022-10-29,2022,4,10,44,29
303,2022-10-30,2022,4,10,44,30
304,2022-10-31,2022,4,10,44,31
305,2022-11-01,2022,4,11,44,1
306,2022-11-02,2022,4,11,44,2
307,2022-11-03,2022,4,11,44,3
308,2022-11-04,2022,4,11,44,4
309,2022-11-05,2022,4,11,45,5
310,2022-11-06,2022,4,11,45,6
311,2022-11-07,2022,4,11,45,7
312,2022-11-08,2022,4,11,45,8
313,2022-11-09,2022,4,11,45,9
314,2022-11-10,2022,4,11,45,10
315,2022-11-11,2022,4,11,45,11
316,2022-11-12,2022,4,11,46,12
317,2022-11-13,2022,4,11,46,13
318,2022-11-14,2022,4,11,46,14
319,2022-11-15,2022,4,11,46,15
320,2022-11-16,2022,4,11,46,16
321,2022-11-17,2022,4,11,46,17
322,2022-11-18,2022,4,11,46,18
323,2022-11-19,2022,4,11,47,19
324,2022-11-20,2022,4,11,47,20
325,2022-11-21,2022,4,11,47,21
326,2022-11-22,2022,4,11,47,22
327,2022-11-23,2022,4,11,47,23
328,2022-11-24,2022,4,11,47,24
329,2022-11-25,2022,4,11,47,25
330,2022-11-26,2022,4,11,48,26
331,2022-11-27,2022,4,11,48,27
332,2022-11-28,2022,4,11,48,28
333,2022-11-29,2022,4,11,48,29
334,2022-11-30,2022,4,11,48,30
335,2022-12-01,2022,4,12,48,1
336,2022-12-02,2022,4,12,48,2
337,2022-12-03,2022,4,12,49,3
338,2022-12-04,2022,4,12,49,4
339,2022-12-05,2022,4,12,49,5
340,2022-12-06,2022,4,12,49,6
341,2022-12-07,2022,4,12,49,7
342,2022-12-08,2022,4,12,49,8
343,2022-12-09,2022,4,12,49,9
344,2022-12-10,2022,4,12,50,10
345,2022-12-11,2022,4,12,50,11
346,2022-12-12,2022,4,12,50,12
347,2022-12-13,2022,4,12,50,13
348,2022-12-14,2022,4,12,50,14
349,2022-12-15,2022,4,12,50,15
350,2022-12-16,2022,4,12,50,16
351,2022-12-17,2022,4,12,51,17
352,2022-12-18,2022,4,12,51,18
353,2022-12-19,2022,4,12,51,19
354,2022-12-20,2022,4,12,51,20
355,2022-12-21,2022,4,12,51,21
356,2022-12-22,2022,4,12,51,22
357,2022-12-23,2022,4,12,51,23
358,2022-12-24,2022,4,12,52,24
359,2022-12-25,2022,4,12,52,25
360,2022-12-26,2022,4,12,52,26
361,2022-12-27,2022,4,12,52,27
362,2022-12-28,2022,4,12,52,28
363,2022-12-29,2022,4,12,52,29
364,2022-12-30,2022,4,12,52,30
365,2022-12-31,2022,4,12,53,31
366,2023-01-01,2023,1,1,1,1
367,2023-01-02,2023,1,1,1,2
368,2023-01-03,2023,1,1,1,3
369,2023-01-04,2023,1,1,1,4
370,2023-01-05,2023,1,1,1,5
371,2023-01-06,2023,1,1,1,6
372,2023-01-07,2023,1,1,1,7
373,2023-01-08,2023,1,1,2,8
374,2023-01-09,2023,1,1,2,9
375,2023-01-10,2023,1,1,2,10
376,2023-01-11,2023,1,1,2,11
377,2023-01-12,2023,1,1,2,12
378,2023-01-13,2023,1,1,2,13
379,2023-01-14,2023,1,1,2,14
380,2023-01-15,2023,1,1,3,15
381,2023-01-16,2023,1,1,3,16
382,2023-01-17,2023,1,1,3,17
383,2023-01-18,2023,1,1,3,18
384,2023-01-19,2023,1,1,3,19
385,2023-01-20,2023,1,1,3,20
386,2023-01-21,2023,1,1,3,21
387,2023-01-22,2023,1,1,4,22
388,2023-01-23,2023,1,1,4,23
389,2023-01-24,2023,1,1,4,24
390,2023-01-25,2023,1,1,4,25
391,2023-01-26,2023,1,1,4,26
392,2023-01-27,2023,1,1,4,27
393,2023-01-28,2023,1,1,4,28
394,2023-01-29,2023,1,1,5,29
395,2023-01-30,2023,1,1,5,30
396,2023-01-31,2023,1,1,5,31
397,2023-02-01,2023,1,2,5,1
398,2023-02-02,2023,1,2,5,2
399,2023-02-03,2023,1,2,5,3
400,2023-02-04,2023,1,2,5,4
401,2023-02-05,2023,1,2,6,5
402,2023-02-06,2023,1,2,6,6
403,2023-02-07,2023,1,2,6,7
404,2023-02-08,2023,1,2,6,8
405,2023-02-09,2023,1,2,6,9
406,2023-02-10,2023,1,2,6,10
407,2023-02-11,2023,1,2,6,11
408,2023-02-12,2023,1,2,7,12
409,2023-02-13,2023,1,2,7,13
410,2023-02-14,2023,1,2,7,14
411,2023-02-15,2023,1,2,7,15
412,2023-02-16,2023,1,2,7,16
413,2023-02-17,2023,1,2,7,17
414,2023-02-18,2023,1,2,7,18
415,2023-02-19,2023,1,2,8,19
416,2023-02-20,2023,1,2,8,20
417,2023-02-21,2023,1,2,8,21
418,2023-02-22,2023,1,2,8,22
419,2023-02-23,2023,1,2,8,23
420,2023-02-24,2023,1,2,8,24
421,2023-02-25,2023,1,2,8,25
422,2023-02-26,2023,1,2,9,26
423,2023-02-27,2023,1,2,9,27
424,2023-02-28,2023,1,2,9,28
425,2023-03-01,2023,1,3,9,1
426,2023-03-02,2023,1,3,9,2
427,2023-03-03,2023,1,3,9,3
428,2023-03-04,2023,1,3,9,4
429,2023-03-05,2023,1,3,10,5
430,2023-03-06,2023,1,3,10,6
431,2023-03-07,2023,1,3,10,7
432,2023-03-08,2023,1,3,10,8
433,2023-03-09,2023,1,3,10,9
434,2023-03-10,2023,1,3,10,10
435,2023-03-11,2023,1,3,10,11
436,2023-03-12,2023,1,3,11,12
437,2023-03-13,2023,1,3,11,13
438,2023-03-14,2023,1,3,11,14
439,2023-03-15,2023,1,3,11,15
440,2023-03-16,2023,1,3,11,16
441,2023-03-17,2023,1,3,11,17
442,2023-03-18,2023,1,3,11,18
443,2023-03-19,2023,1,3,12,19
444,2023-03-20,2023,1,3,12,20
445,2023-03-21,2023,1,3,12,21
446,2023-03-22,2023,1,3,12,22
447,2023-03-23,2023,1,3,12,23
448,2023-03-24,2023,1,3,12,24
449,2023-03-25,2023,1,3,12,25
450,2023-03-26,2023,1,3,13,26
451,2023-03-27,2023,1,3,13,27
452,2023-03-28,2023,1,3,13,28
453,2023-03-29,2023,1,3,13,29
454,2023-03-30,2023,1,3,13,30
455,2023-03-31,2023,1,3,13,31
456,2023-04-01,2023,2,4,13,1
457,2023-04-02,2023,2,4,14,2
458,2023-04-03,2023,2,4,14,3
459,2023-04-04,2023,2,4,14,4
460,2023-04-05,2023,2,4,14,5
461,2023-04-06,2023,2,4,14,6
462,2023-04-07,2023,2,4,14,7
463,2023-04-08,2023,2,4,14,8
464,2023-04-09,2023,2,4,15,9
465,2023-04-10,2023,2,4,15,10
466,2023-04-11,2023,2,4,15,11
467,2023-04-12,2023,2,4,15,12
468,2023-04-13,2023,2,4,15,13
469,2023-04-14,2023,2,4,15,14
470,2023-04-15,2023,2,4,15,15
471,2023-04-16,2023,2,4,16,16
472,2023-04-17,2023,2,4,16,17
473,2023-04-18,2023,2,4,16,18
474,2023-04-19,2023,2,4,16,19
475,2023-04-20,2023,2,4,16,20
476,2023-04-21,2023,2,4,16,21
477,2023-04-22,2023,2,4,16,22
478,2023-04-23,2023,2,4,17,23
479,2023-04-24,2023,2,4,17,24
480,2023-04-25,2023,2,4,17,25
481,2023-04-26,2023,2,4,17,26
482,2023-04-27,2023,2,4,17,27
483,2023-04-28,2023,2,4,17,28
484,2023-04-29,2023,2,4,17,29
485,2023-04-30,2023,2,4,18,30
486,2023-05-01,2023,2,5,18,1
487,2023-05-02,2023,2,5,18,2
488,2023-05-03,2023,2,5,18,3
489,2023-05-04,2023,2,5,18,4
490,2023-05-05,2023,2,5,18,5
491,2023-05-06,2023,2,5,18,6
492,2023-05-07,2023,2,5,19,7
493,2023-05-08,2023,2,5,19,8
494,2023-05-09,2023,2,5,19,9
495,2023-05-10,2023,2,5,19,10
496,2023-05-11,2023,2,5,19,11
497,2023-05-12,2023,2,5,19,12
498,2023-05-13,2023,2,5,19,13
499,2023-05-14,2023,2,5,20,14
500,2023-05-15,2023,2,5,20,15
501,2023-05-16,2023,2,5,20,16
502,2023-05-17,2023,2,5,20,17
503,2023-05-18,2023,2,5,20,18
504,2023-05-19,2023,2,5,20,19
505,2023-05-20,2023,2,5,20,20
506,2023-05-21,2023,2,5,21,21
507,2023-05-22,2023,2,5,21,22
508,2023-05-23,2023,2,5,21,23
509,2023-05-24,2023,2,5,21,24
510,2023-05-25,2023,2,5,21,25
511,2023-05-26,2023,2,5,21,26
512,2023-05-27,2023,2,5,21,27
513,2023-05-28,2023,2,5,22,28
514,2023-05-29,2023,2,5,22,29
515,2023-05-30,2023,2,5,22,30
516,2023-05-31,2023,2,5,22,31
517,2023-06-01,2023,2,6,22,1
518,2023-06-02,2023,2,6,22,2
519,2023-06-03,2023,2,6,22,3
520,2023-06-04,2023,2,6,23,4
521,2023-06-05,2023,2,6,23,5
522,2023-06-06,2023,2,6,23,6
523,2023-06-07,2023,2,6,23,7
524,2023-06-08,2023,2,6,23,8
525,2023-06-09,2023,2,6,23,9
526,2023-06-10,2023,2,6,23,10
527,2023-06-11,2023,2,6,24,11
528,2023-06-12,2023,2,6,24,12
529,2023-06-13,2023,2,6,24,13
530,2023-06-14,2023,2,6,24,14
531,2023-06-15,2023,2,6,24,15
532,2023-06-16,2023,2,6,24,16
533,2023-06-17,2023,2,6,24,17
534,2023-06-18,2023,2,6,25,18
535,2023-06-19,2023,2,6,25,19
536,2023-06-20,2023,2,6,25,20
537,2023-06-21,2023,2,6,25,21
538,2023-06-22,2023,2,6,25,22
539,2023-06-23,2023,2,6,25,23
540,2023-06-24,2023,2,6,25,24
541,2023-06-25,2023,2,6,26,25
542,2023-06-26,2023,2,6,26,26
543,2023-06-27,2023,2,6,26,27
544,2023-06-28,2023,2,6,26,28
545,2023-06-29,2023,2,6,26,29
546,2023-06-30,2023,2,6,26,30
547,2023-07-01,2023,3,7,26,1
548,2023-07-02,2023,3,7,27,2
549,2023-07-03,2023,3,7,27,3
550,2023-07-04,2023,3,7,27,4
551,2023-07-05,2023,3,7,27,5
552,2023-07-06,2023,3,7,27,6
553,2023-07-07,2023,3,7,27,7
